" Bom,eu usei o app e foi ótimo, fiquei um pouco preocupado por que o app me levou por um lugar diferente ,mais foi certo a rota, então indico pra quem não tem ,pode baixar o app é nota 10. ",
 Muito bom ,
" Tem radares da BR 376 sentido Curitiba/Joinville que não alerta, se pudessem verificar ",
" Ele só da a rota mais longe ,  pelo menos aqui em salvador ele parece desatualizado do mapa da qui. Só aparece uma rota pra cada lugar que pesquisei. Eu deveria poder escolher ou ele me da a rota mais rápida ",
 Eu gostei para mim show obs mas me poderia me amostra a primeira igreja Missionaria assembleia de DEUS JESUS É A LUZ que fica na travessa progresso no bairro geneciano nova iguaçu rj ,
" Poderiam mostrar alternativa de rotas alternativas, e situações de trânsito. ...app muito bom. ",
 Até o momento tem sido um bom aplicativo ,
 Bom pode melhorar especialmente com atualizações mais rápido ,
" Precisa atualizar esse mapa urgente o transito mudou em varias cidades e o mapa não, em Niterói o  GPS manda entrar onde não tem rua, construiram o mergulhão e o gps fica indicando rua qua não existe mais. ",
 É o melhor. Esqueçam os outros. Offline e Correto é esse aqui! Parabéns ao Desenvolvimento. ,
" Viagem de São Paulo a Minas Gerais sem problema algum, com precisão e informações ótimas.... Muito bom ",
" O aplicativo é ótimo. Os anúncios nele, uma hora iam aparecer, de graça nem relógio trabalha. Mas paguei o valor e tchau anúncios.  O que poderia ter pra deixar melhor. O usuário informar por foto e marcação do GPS, um local para ser adicionado ao mapa ou removido. Informar uma mudança no sentido da via. Informar lentidão no local. Por a própria voz no GPS (um aplicativo externo pra fazer isso se for o caso) Ganhar pontos por ajudar a melhorar o mapa e trocar na por itens. Ter mais variações de símbolos de veículos na loja. Já recebi comentários de motorista de van escolar usando esse aplicativo, motoboy e até caminhoneiro, no canal do YouTube. E a opção de usar o smartphone como Dash Can, para filmar o trajeto, se possível com as duas câmeras para smartphones como uma boa potência de hardware. Assim filma 2 arquivos, um externo e um interno. É de graça a sugestão, pode usar. ",
" Não é interessante, não dar pra mudar a rota e nem adicionar paradas ou evitar alguma passagem, além de ter uma interface muito básica e o menu SUPORTE não funciona! Desinstalando👎 ",
" Com toda certeza, o melhor aplicativo de GPS e com sistema offline da atualidade, sistema de navegação muito preciso com opções de escolher a melhor rota, avisos de radares visíveis e não visíveis na pista, orientação visual muito limpa e legível, opções de pontos turísticos e etc... Simplesmente um ótimo trabalho, continuem assim para que nós usuários possamos indicar e fazer a comunidade crescer cada vez mais. ",
" Ainda não usei em viagens, se funcionar corretamente sem conexão com internet e não travar não existe nada igual nota 1000 ",
" Muito bom aplicativo!! Estava procurando exatamente um GPS assim para meu smartphone. Sempre uso o Google maps mas, falha as vezes qdo uso nas rodovias onde trabalho. A internet no Brasil é muito ruim, então off line me salva nesse aplicativo! Parabéns ao desenvolvedor! ",
 Muito bom me atendeu ,
 Deveria ter opções para trajeto mais rápido Seguros pelo asfalto e pelas estradas de terra como segunda opção ,
 O melhor que já vi ,
 Esse GPS não tem outro melhor ele é maravilhoso sensacional nota milllll ,
" O melhor aplicativo off-line que já vi eu recomendo. Só precisa de alguns ajustes algumas ruas não encontra e o mais importante seria calcular sempre o caminho mais curto, acaba mostrando caminho mais longo melhorando esse item fica top. Valeu ",
 To enfrentando problemas ao procurar bairros mais recentes ds minha cidade. Nao consta. E nao tem como usar minha casa como ponto de partida. Devido nao me localizar no maoa ,
" Muito bom,sempre usei perfeito parabéns ao criador nehuma multa ate hoje. Indiquei a todos meus amigo perfeito parabéns o melhor só falta algumas atualizações de velocidade  mas e perfeito indico  a todos que precisem de gps off. ",
" Melhorou bastante mais ainda precisa de muita coisa,  antes era bem melhor pq agente ia até o destino sem sair do lugar e agora não tem mais a opção, e ainda existe muitas ruas que agente não consegue encontrar, e não mostra os nomes das ruas próximas por exemplo uma travessa cadê o nome? ",
 Quero parabenizar os criadores !!!!! Muito bom mesmo cumpri oque promete totalmente off me levou ao destino traçou novas rotas sem problemas parabéns mesmo!!!!!! ,
 Vou testar hoje depois de testar eu deixo um comentario! ,
 Só em funcionar off line tá excelente. ,
 Aplicativo ótimo só fica meio estranho que em algo lugares a rota continua erro e ele da um caminho diferente na e muito bom melhor que muitos aplicativos por aí ,
 Precisa ser atualizado tem muitas rotas outro dia me mandou p uma favela lugar sinistro ele evita vias principais movimentadas porém te manda p quebradas ,
 Aplicativo legal pena que no litoral sul da Bahia mais precisamente BR 327 sentido Porto Seguro não reconhece radares e fica desorientado no trajeto.   Mas estão de parabéns em atendimento e principalmente de escutar opiniões de seus usuários. Dignos de elogios. 👏👏👏👏 ,
 Muito bom e prático para viajar ,
" O App é muito bom, mais deixa á desejar nas atualizações de rotas perigosas nas cidades pequenas e distritos tipo colocando vc em rota de areis e becos esquisitos.  Mais me fez sair de São Paulo á minha cidade no Ceará certinho.  Sugestão para o App da ao usuário a orientação de voz com explicação para que o usuário escolha a rota que quer ir consciente de que o App o orientou na escolha. perde pro waze nesse sentido. Mais também ganha do waze por não necessitar de Internet e abrange intenção de quilometragem muito maior que o waze que só alcança só uns 1500 km.👍 ",
" O app é muito bom, fui para o Nordeste e me ajudou muito a localizar os hotéis que eu tinha reservado, o único defeito, é que as vezes o sinal some, e demora um pouco para voltar a funcionar. ",
 Eu gostei Bom ele parece ser um app bom mais eu vou  testa certinho por inquanto nao tenho certeza ,
" Aplicativo muito bom, apenas as ruas do mapa são um pouco, quase na mesma cor do plano de fundo do restante do mapa. Ao consultar o mapa se o zoom estiver diminuído não da pra ver bem as ruas. No restante é um ótimo aplicativo. Aconselho as pessoas baixarem. ",
 O único polema e que toda hora pede para ajustar a busula mas é ótimo já usava ele quando era oi mapas ,
 Muito bom! ,
" Tô gostando bastante do app, vcs pediram para abrir o app mesmo que eu já soubesse o caminho, ele me avisaria dos radares etc. Ele poderia aprender o caminho salvo que seria casa e trabalho por que faço o mesmo trajeto todos os dias, acho que ficaria mais contente com o app. ",
" É um bom app, porém precisa atualizar algumas ruas,estava passando em Jequié BA,e ele me direcionou a ruas que eram contra mão, e aqui em SP precisa atualizar também as marginais,a rodovia está há 90 Km/h e no app está a 70 km/h. Mas ainda assim recomendo. ",
" e bom, porém aki em Fortaleza aparece alguns erros no trajeto. .  como ruas na contra mao ",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
